"match_id","id","total_goals","supremacy","draw_factor","fit_error","expH","expA"
3825779,"laliga4423",2.6,0.87,1.04,5.78646057501515e-09,1.73467818941116,0.863628686715262
3825780,"laliga4424",2.38,0.32,1.07,1.65968927885341e-09,1.34607183323723,1.02919111727905
267273,"laliga4425",3.53,-2.16,1.06,1.53249063720104e-08,0.683131556430497,2.84660491241318
3825783,"laliga4426",2.69,0.85,1.19,2.1660437594623e-08,1.7669615735405,0.92075165061132
3825784,"laliga4427",2.27,1.22,1.08,1.12716709666923e-08,1.74654853752667,0.524515074888221
3825782,"laliga4428",2.46,-0.14,1.1,3.43993467114844e-09,1.16180733749195,1.30247036141041
3825785,"laliga4429",3.08,-0.76,1.21,7.79277742559454e-09,1.1608166268221,1.91834779561016
3825781,"laliga4430",3.03,-0.33,1.09,3.57150302436351e-09,1.34988414539986,1.68444811096159
3825786,"laliga4431",2.62,0.75,1.07,1.87315339837655e-08,1.68667791976812,0.932127820545043
3825791,"laliga4432",2.76,0.28,1.08,1.24761477785922e-09,1.51519472048435,1.24009087536874
3825788,"laliga4433",2.6,-0.09,1.11,5.9024613736658e-10,1.25239960465273,1.34277551393603
3825787,"laliga4434",2.62,0.6,1.14,1.40286855880991e-08,1.61065167745157,1.00950015341248
3825789,"laliga4435",2.37,0.47,1.09,1.65335058128161e-09,1.41826385262445,0.95017487591538
3825790,"laliga4436",2.51,0.24,1.09,6.47444964774062e-09,1.37235819243137,1.13556597492153
265839,"laliga4437",3.9,2.24,0.98,4.80711796813049e-08,3.07398949048804,0.830628904105157
3825792,"laliga4438",2.51,0.73,1.09,9.84395689053185e-09,1.62204577621289,0.890703763797491
3825793,"laliga4439",2.5,0.46,1.09,2.07564773808478e-09,1.47915798620298,1.01878040585888
3825794,"laliga4440",2.53,0.83,1.14,4.17385040730382e-09,1.67838518046346,0.853185403741794
3825795,"laliga4441",2.42,1.41,1.1,4.83688019833492e-09,1.91305998015827,0.50316228824542
3825796,"laliga4442",2.51,0.53,1.08,2.45727470592467e-09,1.52238614860522,0.990568283775849
3825797,"laliga4443",2.72,1.33,1.1,3.67512455437569e-09,2.02439491099791,0.698192743480432
3825800,"laliga4444",2.52,0.49,1.13,1.21871075121319e-08,1.50797864679629,1.01627443219784
3825798,"laliga4445",3.21,-1.3,1.15,1.26676677677344e-08,0.958321185390272,2.25526242686995
3825799,"laliga4446",2.35,0.52,1.04,2.61556976100433e-09,1.43803344777336,0.913541750569637
3825801,"laliga4447",3.1,1.34,1.08,5.8770985051751e-09,2.2222065461654,0.877730469500781
3825802,"laliga4448",2.56,0.43,1.14,9.24616532247471e-10,1.49322914605495,1.06591060119638
3825803,"laliga4449",2.52,0.71,1.12,2.46469119468412e-09,1.61472556507384,0.907359320511538
266653,"laliga4450",4.09,-2.45,1.07,1.5198421965182e-08,0.821592566605025,3.26808986053354
3825867,"laliga4451",2.79,-0.7,1.07,4.89340765448111e-09,1.04355708755861,1.74629573444623
3825804,"laliga4452",2.35,0.23,1.08,2.1966993079328e-09,1.28634244402462,1.0598714431535
3825806,"laliga4453",3.82,1.67,1.07,1.27883102785394e-08,2.74967069801209,1.07484571045655
3825805,"laliga4454",2.53,1.11,1.02,1.2213855610177e-08,1.82158722165903,0.707027580007882
3825809,"laliga4455",2.51,0.47,1.08,2.94391104582692e-09,1.48863973777459,1.01649889863527
266056,"laliga4456",3.44,-1.96,1.1,3.50748190838476e-08,0.743074806689159,2.69993808294095
3825810,"laliga4457",2.68,1.08,1.05,1.63973774563107e-08,1.88223855170781,0.802400038528866
3825808,"laliga4458",2.51,-0.81,1.09,6.97427149226435e-09,0.851103486672019,1.656585262299
3825807,"laliga4459",2.23,-0.51,1.1,2.60233844608009e-08,0.863309988378385,1.36920764993359
3825811,"laliga4460",2.86,0.71,1.11,3.25452812640183e-09,1.78463850803973,1.07544533277807
3825812,"laliga4461",2.55,0.95,1.11,1.90646241908651e-08,1.74805575800529,0.799344273574927
3825813,"laliga4462",2.5,1.76,0.95,1.06855517603063e-08,2.1312723549955,0.366489131885747
266498,"laliga4463",4.32,3.1,0.75,7.39084642894987e-09,3.7102329851425,0.610578401047979
3825814,"laliga4464",2.69,0.43,1.06,1.83446794049106e-09,1.56145744606795,1.12688228935634
3825858,"laliga4465",2.87,0.48,1.1,1.37826708774881e-09,1.67579110656845,1.19118428093909
3825844,"laliga4466",2.8,1.1,1.15,9.77613783920745e-09,1.95055658004913,0.85280036830592
3825879,"laliga4467",3.47,-1.56,1.08,1.35980836514142e-09,0.959334074589096,2.51555800309047
3825815,"laliga4468",2.54,-0.23,1.09,5.64789825968503e-09,1.15602364808417,1.38540822422049
3825816,"laliga4469",2.59,0.81,1.09,7.453003366523e-09,1.69866619708346,0.89101285666951
3825881,"laliga4470",2.52,0.45,1.13,2.17410079525465e-09,1.48475433782031,1.03568116081992
3825817,"laliga4471",2.38,0.43,1.08,1.4719887092905e-09,1.40902241010383,0.974643402755949
3825903,"laliga4472",2.4,0.06,1.1,1.35640080402928e-09,1.22853809372854,1.17036819453297
3825887,"laliga4473",2.81,0.44,1.06,6.64121064920492e-09,1.62841076065272,1.18593993046681
3825880,"laliga4474",2.52,0.57,1.06,5.00933981729636e-08,1.54416603759957,0.97665223177686
3825818,"laliga4475",2.78,0.95,1.16,7.26753037793709e-09,1.86574812344049,0.915842883103706
3825907,"laliga4476",2.4,-1.23,1.18,2.19011391825115e-08,0.587178888768038,1.81316195661537
3825821,"laliga4477",2.6,-0.09,1.11,5.9024613736658e-10,1.25239960465273,1.34277551393603
3825820,"laliga4478",3.93,1.83,1.1,8.89241662027312e-09,2.8792062909325,1.04832035709071
3825819,"laliga4479",2.75,0.36,1.1,3.11876306344073e-09,1.5533309846737,1.19172880779808
266106,"laliga4480",3.13,-1.51,1.1,1.06358922094217e-08,0.810312390751709,2.32448908739744
3825885,"laliga4481",2.83,0.53,1.09,2.11558811455257e-08,1.67859218625874,1.15072643378397
3825872,"laliga4482",2.63,1.54,1.05,8.70314955854003e-09,2.08470559061445,0.54500683014653
267533,"laliga4483",3.69,1.24,1.04,8.28613878769153e-09,2.46557034914706,1.22354622566218
3825898,"laliga4484",2.81,0.81,1.07,4.28796124670589e-09,1.80845985146509,0.998590712741182
3825822,"laliga4485",2.57,0.2,1.07,2.68063298323703e-09,1.38541449292002,1.18514515273156
3825877,"laliga4486",2.67,1.38,1.03,8.75901995366199e-09,2.02322948516958,0.643795391488754
3825824,"laliga4487",2.28,-0.13,1.06,1.7669865018492e-09,1.07711885500214,1.20767235425307
3825905,"laliga4488",2.48,0.66,1.09,4.77266620769446e-09,1.57043331995496,0.910194214247519
3825823,"laliga4489",2.96,1.04,1.04,1.17308207519516e-08,1.99837981327657,0.956641462494135
3825825,"laliga4490",2.48,0.33,1.05,1.32708381952255e-09,1.40707918888217,1.07307469582537
3825826,"laliga4491",2.4,0.26,1.07,2.04477040670166e-09,1.32873617136245,1.07147017939255
3825827,"laliga4492",2.53,0.67,1.06,2.30863010291726e-08,1.60322414575363,0.93013024321526
3825828,"laliga4493",2.26,-0.8,1.05,2.30976723559648e-09,0.728953592390854,1.52688702612618
3825856,"laliga4494",3.77,2.27,1.05,1.35942784570138e-07,3.01516219685751,0.750104218206085
266664,"laliga4495",3.05,-1.12,1.08,1.03614977142939e-08,0.969212660364343,2.08426270315845
3825829,"laliga4496",3.04,1.11,1.02,4.88309270098312e-09,2.07182251260722,0.966210033015891
3825832,"laliga4497",2.67,-0.1,1.1,1.26785112717736e-09,1.2850558391264,1.38988809456919
3825831,"laliga4498",2.9,0.25,1.08,6.04124967018711e-09,1.57931400014883,1.32468924631786
3825830,"laliga4499",2.52,1.1,0.98,1.21935898165064e-08,1.81358557975515,0.708727973187068
3825863,"laliga4500",2.56,0.53,1.07,6.3718701743926e-09,1.54325470553236,1.01775961478557
3825857,"laliga4501",2.51,0.27,1.07,4.3280256227072e-09,1.39027788236918,1.12448536342967
3825889,"laliga4502",2.92,1.14,1.06,1.07833080630562e-08,2.02896124438651,0.887946277145877
3825897,"laliga4503",2.53,-0.03,1.13,2.85957639522015e-09,1.24776310351604,1.27788751041007
3825833,"laliga4504",3.5,-2.08,1.02,2.59280328107177e-09,0.707279141062434,2.788472899174
3825852,"laliga4505",2.54,0.64,1.07,2.69141237767988e-09,1.5892915704414,0.950063099414415
3825834,"laliga4506",2.72,1.76,1.07,7.88168453019639e-09,2.24317990269827,0.478225775187014
266557,"laliga4507",3.92,2.6,0.84,1.3477721275932e-08,3.26147149369092,0.658039968756213
3825835,"laliga4508",2.39,0.35,1.12,6.62319379741231e-10,1.36772479190594,1.01928173567625
3825906,"laliga4509",3.2,1.32,1.08,8.91900180304587e-09,2.25727707552798,0.94199361378255
3825836,"laliga4510",2.75,0.06,1.07,1.63094555050607e-08,1.40221822572715,1.3450408044738
3825837,"laliga4511",2.6,0.51,1.07,5.4347703128852e-09,1.55854011526326,1.04453130445744
3825862,"laliga4512",2.77,0.11,1.11,4.66134979008435e-09,1.44077043963723,1.33035105407146
3825838,"laliga4513",2.34,-0.6,1.11,5.27389719465233e-09,0.871207565795262,1.47057612200253
266310,"laliga4514",3.68,-2.22,1.05,1.35478681165224e-08,0.729094891156034,2.94631340841486
3825843,"laliga4515",2.87,0.49,1.1,2.63435251795676e-09,1.68226867339309,1.18889900091367
3825893,"laliga4516",4.09,2.15,1.08,6.88586784111783e-09,3.11996444443373,0.965487399517443
3825839,"laliga4517",2.87,-0.05,1.09,2.25047667005194e-08,1.41335590586998,1.45997279819658
3825840,"laliga4518",2.86,0.97,1.06,9.30976335473619e-09,1.91409463493837,0.944522298164068
3825896,"laliga4519",2.52,0.37,1.09,1.06822274935659e-09,1.44546232704674,1.07539417983709
3825841,"laliga4520",2.84,0.92,1.11,4.93716545867702e-09,1.88072377908078,0.961243489292799
3825871,"laliga4521",2.48,0.18,1.05,5.57052107825188e-10,1.33427922297577,1.14954342273245
3825890,"laliga4522",2.55,1.59,1,1.03875258410909e-08,2.07377842603498,0.479743225495093
265944,"laliga4523",4.55,3.38,0.83,1.72578185527636e-08,3.96393280928643,0.584909702911364
3825847,"laliga4524",2.61,0.23,1.1,8.9847176976063e-10,1.42223580087346,1.19109322261801
3825886,"laliga4525",3.62,-1.55,0.97,7.6376515526371e-09,1.03655228555649,2.58485645857777
3825899,"laliga4526",2.71,-0.27,1.04,3.22112565677695e-09,1.21795978305555,1.49057824373202
3825842,"laliga4527",2.47,-0.34,0.98,4.59356237715246e-09,1.06681445111835,1.40658674106955
3825884,"laliga4528",3.21,1.37,1.1,6.17633517716622e-09,2.29090473538948,0.923536659611049
3825875,"laliga4529",2.67,0.75,1.09,4.44457604348268e-09,1.71017267753134,0.956826598950081
3825868,"laliga4530",2.91,1.06,1.07,1.14099026946212e-08,1.98698369779456,0.924215441658376
3825854,"laliga4531",2.72,0.96,1.05,3.96997328785247e-09,1.83951576073667,0.879166920110052
3825878,"laliga4532",3.12,1.62,1.1,7.62021060718732e-09,2.36814712615087,0.749150158267693
266986,"laliga4533",4.03,-2.79,1.08,2.01801683077207e-08,0.623512678990692,3.40887256521421
3825859,"laliga4534",2.62,1.05,1.03,3.33181273464357e-09,1.83282218624621,0.783300020719871
3825864,"laliga4535",3.02,-0.89,1.05,8.29402854958173e-09,1.06631892689689,1.95840592254934
3825870,"laliga4536",2.83,0.62,1.09,4.04967402441867e-09,1.72755379419605,1.10315778749582
3825845,"laliga4537",2.89,0.63,1.11,9.04298249546586e-09,1.7581266297258,1.12980603715444
3825894,"laliga4538",2.72,0.5,1.11,1.21742767298578e-09,1.60855684535227,1.10923955085505
3825873,"laliga4539",2.78,0.66,1.14,5.96252417565304e-09,1.71982918089214,1.0603759220943
3825855,"laliga4540",2.55,0.69,1.07,2.78739403284072e-09,1.61617276773665,0.929764697013634
265958,"laliga4541",4.65,3.36,0.79,1.36815735447708e-08,4.00775291876027,0.64637510511553
3825850,"laliga4542",2.99,1.01,1.08,1.32900981044152e-08,1.99756984864248,0.988404838731315
3825904,"laliga4543",2.86,0.41,1.15,8.83886291143379e-09,1.63476152026823,1.22029219358927
3825865,"laliga4544",2.71,0.48,1.07,9.14816186834352e-08,1.59658106168003,1.11663305997611
3825866,"laliga4545",2.89,-0.66,1.12,1.15218585532953e-08,1.11629180536991,1.77216037305936
3825860,"laliga4546",2.81,-1.81,1.03,4.06002310544598e-08,0.501151233011272,2.31297028198099
3825901,"laliga4547",4.03,2.27,0.98,1.90814121230283e-08,3.15308682343902,0.880565134297837
3825853,"laliga4548",3.02,-0.27,0.98,3.17507872200625e-08,1.37483978875041,1.6429437898004
3825861,"laliga4549",3.11,-0.03,1.14,2.52779253112957e-09,1.5386554137069,1.57138224376818
3825851,"laliga4550",2.56,0.16,1.11,6.09454650421655e-10,1.35804522311283,1.20267972089384
3825849,"laliga4551",3.13,0.49,1.13,4.55462313290986e-09,1.81066833616889,1.31726838117494
3825869,"laliga4552",3.3,1.63,1.03,4.69045194235012e-09,2.46649432434735,0.834795666130767
3825882,"laliga4553",2.74,1.1,1.07,8.93450335204338e-09,1.92035154469986,0.823590013134473
267506,"laliga4554",4.15,-3,1.02,3.65455354627709e-08,0.570801173569734,3.57528340231979
3825846,"laliga4555",3.96,-2.34,1.01,1.68989827661367e-08,0.80711587209765,3.15087278636239
3825876,"laliga4556",2.96,-0.39,1.06,2.9791504923991e-09,1.28198835172505,1.67488298970464
3825908,"laliga4557",2.94,0.57,1.11,3.54367081011528e-09,1.75730062323909,1.18477216311019
3825883,"laliga4558",2.82,0.95,1.05,1.98256806678875e-08,1.88507321773209,0.937604067265242
3825900,"laliga4559",2.74,1.19,0.93,6.32361525612653e-09,1.96465298116299,0.779224478065443
3825902,"laliga4560",3.42,1.6,1.01,1.81154385250033e-08,2.51334080015837,0.909978776549513
3829413,"ligue11",2.4,-1.1,1.1,5.98673610936308e-09,0.648738038052055,1.74914233138717
3829421,"ligue110",2.3,0.06,1.08,8.14815248737111e-09,1.17893288278478,1.12233345367287
3829513,"ligue1100",2.26,0.62,1.09,7.59430569808223e-09,1.43747599845926,0.821690142050226
3829512,"ligue1101",2.68,0.98,1.12,1.20579201282775e-07,1.82957802694257,0.851960853379406
3829517,"ligue1102",2.45,-0.47,1.08,2.5707545511796e-09,0.987255959698494,1.46173733908256
3829514,"ligue1103",2.17,0.07,1.06,2.2194099902246e-09,1.11880471197879,1.05002784465832
3829516,"ligue1104",2.32,0.15,1.06,1.63502574441138e-09,1.23592971349922,1.08501811194032
3829515,"ligue1105",2.29,0.71,1.1,2.59548514608613e-09,1.50301837480397,0.789157725328355
3829521,"ligue1106",2.62,1.24,1.09,1.22750729623911e-08,1.92950990634052,0.687790102680814
3829518,"ligue1107",2.34,0.01,1.07,5.48423156303841e-08,1.17084511194703,1.16561257665557
3829519,"ligue1108",2.92,1.58,1.08,9.61175786561603e-09,2.25446698862287,0.669692626781729
3829520,"ligue1109",2.38,-0.3,1.06,5.07550674734004e-09,1.03942614453102,1.33752695209153
3829423,"ligue111",2.29,0.92,1.05,1.28505608261563e-08,1.6068895287474,0.682221908568839
3900490,"ligue1110",2.7,-0.99,1.18,1.57901676196878e-08,0.852227244561157,1.84388047354959
3900494,"ligue1111",2.4,-0.63,1.12,8.68050638851032e-09,0.886793572942067,1.51410249530897
3900495,"ligue1112",2.38,-0.13,1.08,7.35895135821568e-09,1.12417149743551,1.25290829472785
3900492,"ligue1113",2.44,0.34,1.07,1.07956868507716e-08,1.39113052737839,1.04726268853485
3900491,"ligue1114",2.52,0.9,1.05,6.27999091181017e-09,1.70852151858012,0.80851407643416
3900496,"ligue1115",2.4,0.45,1.06,4.61365159425714e-09,1.42882176094499,0.974684293490714
3900493,"ligue1116",2.64,-0.85,1.09,4.79688477650856e-09,0.892982243592421,1.74698106284019
3900498,"ligue1117",2.35,0.86,1.1,8.32566634328207e-09,1.60603767491856,0.741921050410011
3900499,"ligue1118",2.29,-0.43,1.06,2.06650916933105e-09,0.926828383660462,1.35986246350208
3900497,"ligue1119",2.44,0.22,1.1,4.00931947305244e-10,1.33384983146851,1.10890967461269
3829425,"ligue112",2.08,0.17,1.09,4.64454412182167e-09,1.12995922092388,0.954980406791557
3829522,"ligue1120",2.43,0.63,1.15,8.33147163782101e-09,1.5278176010361,0.901273135126782
3900500,"ligue1121",2.08,-0.21,1.11,2.12107671806199e-09,0.937214633480383,1.14645455707901
3900505,"ligue1122",2.38,0.39,1.05,5.32576964885971e-09,1.38400121582447,0.994641637992747
3900503,"ligue1123",2.25,0.97,1.08,3.59553913817692e-09,1.60938277984755,0.638741665975941
3900502,"ligue1124",2.56,0.9,1.04,5.20765314333608e-09,1.7303080944862,0.831966090205057
3900504,"ligue1125",2.14,0.31,1.06,4.53312861867318e-09,1.22425754519834,0.911419995938335
3900501,"ligue1126",3.35,2.33,1.08,2.55579734969799e-08,2.83741920563289,0.509239097476481
3900506,"ligue1127",2.33,0.71,1.1,4.49588327238392e-09,1.52139997816471,0.806610230001467
3900508,"ligue1128",2.34,0.17,1.07,3.35296561045559e-09,1.25517285314494,1.08540204556634
3900509,"ligue1129",2.61,0.57,1.12,2.49938943564114e-09,1.59049980811214,1.02278198391401
3829428,"ligue113",2.52,0.22,1.09,4.12986096176153e-10,1.3682284272699,1.14898209072921
3900507,"ligue1130",2.86,0.94,1.09,7.01703335334808e-09,1.8981365979301,0.958007230531895
3900510,"ligue1131",2.6,-0.54,1.11,5.1741153183076e-09,1.03164861224133,1.56795540588641
3900514,"ligue1132",2.53,0.39,1.09,1.27548725723985e-09,1.45998661902337,1.06655826148619
3900511,"ligue1133",2.93,-1.29,1.15,2.07458695977835e-08,0.818352397840634,2.11048289833331
3900515,"ligue1134",2.35,0.9,1.1,1.63933045983692e-08,1.62224819842933,0.725281745912026
3900512,"ligue1135",2.33,0.47,1.06,2.43501591658157e-09,1.39836908466192,0.927435706934121
3900513,"ligue1136",2.25,-0.38,1.08,4.08632428072735e-09,0.935290225366365,1.31933160606032
3900518,"ligue1138",2.29,0.7,1.14,6.79702874584507e-09,1.49410638610954,0.795785644647877
3900519,"ligue1139",2.25,0.22,1.1,5.34533776151667e-09,1.23471608569788,1.01143714398878
3829426,"ligue114",2.44,-0.54,1.1,5.19787536068428e-09,0.948434434932884,1.49277253845396
3900516,"ligue1140",2.61,0.12,1.14,6.01774528067571e-10,1.36909776434329,1.24548161827756
3900520,"ligue1141",2.57,1.13,1.08,4.86492636721941e-09,1.85061656964628,0.722141342573258
3900524,"ligue1142",2.49,0.04,1.15,2.32333893532781e-09,1.26599092252113,1.22569869079547
3900526,"ligue1143",1.99,0.02,1.13,7.81790569089189e-09,1.00839692389781,0.98650341405278
3900525,"ligue1144",2.17,0.75,1.11,6.65927104830462e-09,1.4611354058718,0.709604771382259
3900521,"ligue1145",3.64,2.92,0.99,1.7273816233017e-08,3.27650178215502,0.361143365176005
3900523,"ligue1146",2.3,0,1.15,2.78131261362253e-09,1.15195444276702,1.14945778077866
3900522,"ligue1147",2.63,0.17,1.09,1.37761223478877e-09,1.40052499964901,1.22867673193663
3900528,"ligue1148",2.5,0.56,1.13,2.84930569596329e-09,1.5284714199909,0.970485570136843
3900527,"ligue1149",2.53,0.74,1.11,2.63053254829136e-09,1.63664752119954,0.893246312941356
3829429,"ligue115",2.26,0.42,1.12,7.01857753329463e-09,1.33888976073813,0.917981356546
3900529,"ligue1150",2.47,0.66,1.13,2.36152824075154e-09,1.56068745994841,0.905541012458812
3900532,"ligue1151",2.63,-1.49,1.13,1.08056328506786e-08,0.567170551164099,2.06131134471514
3900531,"ligue1152",2.65,0.67,1.08,1.07842182026806e-09,1.65948120296999,0.987367620581636
3900530,"ligue1153",2.35,-0.27,1.11,1.17140574683285e-09,1.040419417669,1.30613016835678
3900534,"ligue1154",2.3,-0.11,1.06,1.71651404691612e-09,1.09516108584748,1.20075878198399
3900538,"ligue1155",2.42,0.61,1.07,2.74445086548685e-09,1.51772355330283,0.904015456986332
3900535,"ligue1156",2.14,0.19,1.04,1.96141376478119e-09,1.16684230752983,0.975986398375783
3900533,"ligue1157",2.52,0.73,1.08,5.62954407424825e-09,1.62455574443072,0.894864972245129
3900536,"ligue1158",2.42,0.94,1.15,7.66312158060813e-09,1.67619269890128,0.740998292258287
3900537,"ligue1159",2.51,-0.23,1.1,1.16459808463876e-09,1.14049406917266,1.37118682509406
3829424,"ligue116",2.29,0.43,1.08,1.89631577138322e-09,1.35671185965207,0.931479873187228
3900539,"ligue1160",2.32,-0.22,1.06,1.56840155265766e-09,1.05397052126504,1.27022152132219
3900540,"ligue1161",2.83,-1.29,1.1,5.70708376037139e-09,0.765753539370025,2.05996442280537
3900546,"ligue1162",2.13,-0.08,1.06,1.77577192575244e-09,1.02175732680392,1.10329624469414
3900541,"ligue1163",2.29,-0.47,1.1,2.6440244944997e-09,0.910455619384783,1.37852317710266
3900542,"ligue1164",2.26,0.2,1.11,1.5662984588818e-08,1.22660129204023,1.02963767094695
3900545,"ligue1165",2.49,0.88,1.17,5.98419130787468e-09,1.68217848513418,0.805725482432686
3900543,"ligue1166",2.62,0.92,1.05,5.914117538868e-09,1.76919716131153,0.84863267579341
3900544,"ligue1167",2.6,0.6,1.13,3.51955406822159e-09,1.6018985300525,0.999751554611835
3900548,"ligue1168",2.37,0.66,1.12,5.35947708910661e-09,1.51500527835074,0.851500868194998
3900547,"ligue1169",2.72,0.89,1.12,4.70408388945559e-09,1.8054115867617,0.914927717790502
3829427,"ligue117",2.33,0.49,1.04,2.17049082553075e-09,1.40727255391661,0.91917549126816
3900549,"ligue1170",2.31,0.48,1.13,2.03081835996184e-08,1.39390018977296,0.917538775770529
3900550,"ligue1171",2.32,0.15,1.07,2.88649669502049e-09,1.23418908207757,1.08444783130823
3900551,"ligue1172",2.31,0.72,1.11,2.5437685529014e-08,1.51579934542705,0.79509211120045
3900552,"ligue1173",2.39,0.7,1.16,2.60490893132985e-09,1.54333000456928,0.844803726883612
3900555,"ligue1174",2.3,0.12,1.06,6.12495826978142e-09,1.20700673646269,1.09140633012758
3900553,"ligue1175",2.57,0.02,1.15,3.65004159749121e-10,1.29435740884234,1.27776103831156
3900554,"ligue1176",2.37,0.35,1.09,3.92482473671191e-09,1.36182705612408,1.01294218475222
3900556,"ligue1177",2.13,0.14,1.08,8.03748468932564e-09,1.13737743878795,0.996961742958132
3900559,"ligue1178",2.81,1.4,1.17,1.27471400184567e-08,2.10461342641114,0.708998283393221
3900558,"ligue1179",2.35,0.42,1.08,1.45490946860088e-09,1.38521732994559,0.968535445598252
3829431,"ligue118",2.34,0.7,1.09,2.14137596568781e-09,1.52101386208878,0.816020181938009
3900557,"ligue1180",3.06,1.8,1.04,1.04734515551789e-08,2.43344167677686,0.628540541644224
3900560,"ligue1181",2.45,0.19,1.09,1.29856997973688e-09,1.32026286007631,1.12738266733841
3900566,"ligue1182",2.28,0.17,1.07,1.40245629259727e-09,1.22556445242133,1.05094872435001
3900562,"ligue1183",2.83,-1.47,1.13,1.2528694063468e-08,0.681382958434445,2.14839310400661
3900563,"ligue1184",2.17,0.16,1.09,1.94024044690469e-09,1.16528320072737,1.00654312625447
3900565,"ligue1185",2.28,0.32,1.05,3.94781507139414e-09,1.30096618671004,0.978374000931759
3900561,"ligue1186",2.28,0.08,1.07,1.67147713113563e-09,1.18340148248795,1.09907459617747
3900564,"ligue1187",2.54,-0.69,1.11,6.80845951404577e-09,0.926888118791813,1.61783151856137
3900568,"ligue1188",2.48,-0.3,1.09,7.32954332143826e-09,1.09198572480366,1.39114160587069
3900567,"ligue1189",2.45,-0.14,1.1,2.44545078751379e-08,1.15520413748559,1.29178647040907
3829432,"ligue119",3.33,2.3,1.02,6.4514117689542e-09,2.81751150436856,0.514277575142617
3900569,"ligue1190",2.19,0.55,1.11,5.69233127608378e-09,1.36676696702229,0.821557302330119
3900570,"ligue1191",3.38,2.66,1.02,4.82346187315789e-08,3.02104269199909,0.359556805622193
3900573,"ligue1192",2.19,0.09,1.11,1.27379712752805e-09,1.14210757096806,1.05031326744271
3900574,"ligue1193",3.05,1.57,1.04,1.27529004117917e-07,2.30959607365397,0.740391377854774
3900572,"ligue1194",2.48,1.03,1.17,3.03873533651409e-09,1.75431799048809,0.728675722799051
3900576,"ligue1195",2.26,0.23,1.04,1.4990101863938e-09,1.24450755383445,1.01681465727668
3900575,"ligue1196",2.6,0.08,1.14,1.38632966173302e-09,1.34092679650497,1.25994003466542
3900571,"ligue1197",2.54,0.74,1.21,5.82624487616515e-09,1.63930710659268,0.898292158151038
3900578,"ligue1198",2.33,0.55,1.07,2.65543894527654e-09,1.43734477503878,0.89002159767233
3900577,"ligue1199",2.57,1.02,1.18,4.67434590890623e-09,1.79497076565666,0.779479675603197
3829415,"ligue12",2.24,0.07,1.16,2.22990732495064e-09,1.15619256902251,1.0861917440994
3829430,"ligue120",2.57,-0.41,1.1,6.10500781555455e-09,1.08128667231152,1.49117604239585
3900579,"ligue1200",2.15,0.16,1.07,1.96639374922213e-08,1.15777086358359,0.997174474791042
3900580,"ligue1201",2.16,0.54,1.07,7.17672644112757e-09,1.3486316628839,0.809423863129739
3900582,"ligue1202",2.31,0.34,1.11,3.25767932353404e-09,1.32551911027445,0.987389734144945
3900584,"ligue1203",2.16,-0.22,1.07,2.31539890812974e-09,0.96738545389978,1.18952295509568
3900581,"ligue1204",2.19,0.27,1.12,3.6649764187133e-09,1.23429234103114,0.959298895394814
3900586,"ligue1205",2.17,0.25,1.1,7.82130165907244e-09,1.21077012591888,0.956318995783371
3900585,"ligue1206",2.9,-1.14,1.11,7.08212338869501e-09,0.883119742116592,2.01896396664087
3900583,"ligue1207",2.58,-0.42,1.17,2.57769892014063e-09,1.08059428330578,1.5043012665768
3900589,"ligue1208",2.49,-0.26,1.1,2.49243148393078e-09,1.11545700788832,1.37589347957312
3900588,"ligue1209",2.47,-0.21,1.11,2.06137179694673e-09,1.12608089481689,1.34012015339708
3829433,"ligue121",2.48,-1.27,1.04,7.52484750082576e-09,0.605775493352186,1.87387443944739
3900587,"ligue1210",2.58,-0.04,1.14,3.5697883946398e-09,1.26710940926197,1.3087186924013
3900590,"ligue1211",2.49,0.75,1.16,1.65568731453571e-08,1.61972162724498,0.871389766086899
3900596,"ligue1212",2.19,0.79,1.07,6.42313083192628e-09,1.48816645605307,0.700388991396109
3900593,"ligue1213",2.69,1.35,1.02,5.51132569212585e-09,2.01690242420138,0.669364687391223
3900592,"ligue1214",2.42,0.59,1.12,1.96161833219544e-09,1.50616689364115,0.915762972151091
3900594,"ligue1215",2.28,0.11,1.14,1.11367115585565e-08,1.19384169657387,1.08769794134686
3900595,"ligue1216",2.53,0.57,1.1,2.09888833482882e-09,1.55325099989839,0.980683648373017
3900591,"ligue1217",2.91,2,1.09,4.71116142835301e-09,2.45258508934313,0.455512776009271
3900597,"ligue1218",2.65,0.51,1.17,3.21475794759278e-09,1.57885424434418,1.07283389597001
3900598,"ligue1219",2.55,0.61,1.16,3.18528663306667e-09,1.57827373767115,0.971210329973169
3829437,"ligue122",2.05,0.18,1.09,1.3752726354838e-08,1.11605903894167,0.932615285978228
3900599,"ligue1220",2.3,-0.03,1.06,1.81653075080351e-09,1.13507104375084,1.16093547231807
3900600,"ligue1221",2.5,0.49,1.1,2.64596390883184e-09,1.4963974931359,1.00433395721271
3900601,"ligue1222",2.22,0.06,1.05,3.52054732777317e-09,1.14083591969509,1.08030755104507
3900604,"ligue1223",2.17,-0.3,1.1,1.2140093903314e-08,0.933408860943626,1.23274972479156
3900605,"ligue1224",2.31,-0.83,0.99,4.15633950982257e-09,0.738509720235212,1.5675760292242
3900602,"ligue1225",2.48,0.43,1.05,2.51811276142559e-09,1.45768798661884,1.02269773233947
